crop_code,Main_use_aggregated,Detailed_use_aggregated,Used_part_aggregated
2149,"animal food (feed), environmental, food & beverage, medicinal","cover crop, manure/fertilizer, minerals, protein, Unspecified, vitamins","entire plant, fruits, seeds"
2150,"animal food (feed), environmental, food & beverage","cover crop, manure/fertilizer, minerals, soil improvers, starch, vitamins","entire plant, fruits, seeds"
2152,"animal food (feed), environmental, food & beverage","cover crop, erosion control, living fence, manure/fertilizer, minerals, nitrogen fixation, protein, revegetation, soil improvers, vitamins","entire plant, fruits, leaves, roots, seeds"
2153,"animal food (feed), environmental, food & beverage","manure/fertilizer, minerals, nitrogen fixation, protein, soil improvers, vitamins","entire plant, fruits, leaves, seedlings, seeds"
2160,"animal food (feed), food & beverage, fuels, material, medicinal","alcohol, blood system applications, dye/tannin, immune system applications, lipids/oil & fats, minerals, petroleum substitutes/alcohol, vitamins","fruits, leaves, seeds"
2168,food & beverage,"starch, Unspecified","leaves, roots"
2175,"animal food (feed), food & beverage, fuels, material, medicinal","alcohol, lipids, lipids/oil & fats, minerals, petroleum substitutes/alcohol, protein, skin applications, starch, vitamins","entire plant, fruits, seeds"
2177,"food additive, material, medicinal","condiment/seasoning, cosmetics & perfumery, digestive system applications, essential oils, genitourinary system applications, metabolic system applications, nervous system applications, skin applications",roots
218100,"environmental, fuels, material, medicinal","fuelwood, immune system applications, ornamental/turf, shade & shelter, skin applications, timber wood","bark, entire plant, seeds, stems"
2187,"animal food (feed), environmental, food & beverage, food additive, medicinal","colorant, digestive system applications, minerals, nutritional applications, ornamental/turf, protein, vitamins","entire plant, flowers, leaves, seeds"
2188,food & beverage,"minerals, vitamins",leaves
2189,food & beverage,"minerals, vitamins",leaves
2190,"environmental, food & beverage","minerals, ornamental/turf, vitamins","entire plant, leaves"
2192,"food & beverage, food additive, material, medicinal","condiment/seasoning, digestive system applications, essential oils, immune system applications, muscular/skeletal applications, vitamins","entire plant, seeds"
2194,"food & beverage, medicinal, poison","digestive system applications, insects, mammals, minerals, respiratory applications, skin applications, vitamins","fruits, seeds"
2196,food & beverage,"minerals, vitamins",fruits
2197,"food & beverage, medicinal, poison","digestive system applications, insects, mammals, minerals, vitamins","fruits, seeds, stems"
2198,"environmental, food & beverage, material, medicinal, poison","mammals, minerals, ornamental/turf, paper, revegetation, Unspecified, vitamins","bark, entire plant, fruits, leaves"
2199,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","agroforestry, blood system applications, lipids/oil & fats, minerals, petroleum substitutes/alcohol, protein, vitamins","entire plant, leaves, seeds"
220867,"food & beverage, material, medicinal","dye/tannin, fibres, immune system applications, lipids/oil & fats, skin applications, Unspecified","bark, entire plant, flowers, leaves, sap, seeds"
2214,"food & beverage, material, medicinal, poison","cosmetics & perfumery, digestive system applications, immune system applications, mammals, minerals, protein, sensory applications, timber wood, vitamins","bark, fruits, leaves, seeds, stems"
2220,food & beverage,"minerals, vitamins","bark, leaves"
2227,"animal food (feed), environmental, food & beverage","cover crop, manure/fertilizer, minerals, protein, vitamins","entire plant, fruits, seeds"
2228,"animal food (feed), environmental, food & beverage, material","living fence, minerals, other material/chemicals, protein, starch, vitamins, windbreak","bulbs, entire plant, leaves, roots"
2231,"environmental, food & beverage, fuels, material","dye/tannin, fuelwood, lipids, lipids/oil & fats, minerals, non-wood fuel, soil improvers, vitamins","bark, fruits, seeds"
2234,"environmental, food & beverage, food additive, material, medicinal, social","blood system applications, condiment/seasoning, cosmetics & perfumery, dye/tannin, erosion control, minerals, ornamental/turf, respiratory applications, smoking material, starch, timber wood","bark, entire plant, flowers, fruits, leaves, stems"
2235,material,timber wood,bark
2242,"food & beverage, food additive, material, medicinal","condiment/seasoning, digestive system applications, essential oils, genitourinary system applications, immune system applications, minerals, nervous system applications, nutritional applications, respiratory applications, skin applications, vitamins","fruits, leaves, roots, stems"
2246,"food & beverage, material, medicinal","blood system applications, cosmetics & perfumery, digestive system applications, dye/tannin, immune system applications, lipids, lipids/oil & fats, metabolic system applications, minerals, nutritional applications, protein, timber wood, vitamins","bark, fruits, leaves, stems"
225371,"environmental, food & beverage, poison","mammals, ornamental/turf, Unspecified","buds, entire plant"
2263,"food & beverage, material, medicinal, poison","blood system applications, fish, immune system applications, minerals, skin applications, timber wood, vitamins","bark, fruits, leaves, stems"
227247,"fuels, material","fuelwood, paper, timber wood",bark
2282,"food & beverage, material, medicinal","minerals, starch, timber wood, Unspecified, vitamins","bark, fruits, leaves, roots, stems"
2285,"animal food (feed), environmental, food & beverage, medicinal","minerals, protein, soil improvers, Unspecified, vitamins","entire plant, flowers, leaves, seeds"
2296,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","blood system applications, charcoal, digestive system applications, dye/tannin, fuelwood, genitourinary system applications, living fence, minerals, nervous system applications, ornamental/turf, respiratory applications, sensory applications, vitamins","bark, entire plant, fruits, leaves, roots, stems"
2300,"environmental, food & beverage, medicinal","living fence, minerals, nutritional applications, ornamental/turf, vitamins","entire plant, fruits"
2301,"environmental, food & beverage, material, medicinal","agroforestry, blood system applications, cosmetics & perfumery, digestive system applications, dye/tannin, lipids/oil & fats, minerals, ornamental/turf, protein, skin applications, vitamins","entire plant, fruits, leaves, seeds"
2302,"food & beverage, material, medicinal, non-vertebrate food","dye/tannin, minerals, skin applications, vitamins","fruits, seeds, stems"
230348,"environmental, medicinal","immune system applications, nervous system applications, ornamental/turf, sensory applications","buds, entire plant"
2307,"food & beverage, fuels, material","fibres, minerals, petroleum substitutes/alcohol, vitamins","bark, exudates, flowers, fruits, leaves"
2315,"animal food (feed), environmental, food & beverage, material, medicinal, poison","blood system applications, digestive system applications, dye/tannin, endocrine system applications, fish, genitourinary system applications, lipids/oil & fats, minerals, nutritional applications, ornamental/turf, protein, sensory applications, skin applications, timber wood, vitamins","bark, entire plant, fruits, leaves, stems"
2318,"food & beverage, material, medicinal, poison, social","amphibians, blood system applications, digestive system applications, immune system applications, minerals, smoking material, timber wood, vitamins","bark, fruits, leaves, seeds, stems"
232965,"environmental, fuels, material","charcoal, fuelwood, honey, living fence, mulch, ornamental/turf, shade & shelter, timber wood","bark, entire plant, flowers, leaves"
2334,"environmental, food & beverage, material","agroforestry, gums/resins, minerals, timber wood, vitamins","bark, entire plant, exudates, fruits"
2335,"animal food (feed), environmental, food & beverage, material, medicinal","agroforestry, minerals, other material/chemicals, skin applications, starch, Unspecified, vitamins","entire plant, roots"
2340,"food & beverage, material, medicinal","digestive system applications, essential oils, immune system applications, minerals, nervous system applications","exudates, leaves"
2347,"animal food (feed), environmental, food & beverage, medicinal","minerals, ornamental/turf, starch, Unspecified, vitamins","bark, buds, entire plant, leaves, Unspecified"
2348,"animal food (feed), environmental, food & beverage, fuels, material, medicinal","blood system applications, cosmetics & perfumery, digestive system applications, dye/tannin, fibres, fuelwood, genitourinary system applications, immune system applications, lipids, lipids/oil & fats, minerals, nutritional applications, petroleum substitutes/alcohol, pollution control, shade & shelter, skin applications, timber wood, vitamins, windbreak","bark, bulbs, entire plant, exudates, flowers, fruits, leaves, roots, seeds, stems, Unspecified"
